Call,TotalHours,OnePointEightMHz,ThreePointFiveMHz,SevenMHz,FourteenMHz,TwentyOneMHz,TwentyEightMHz,None
LA9PJA,3,0,1,2,0,0,0,0
LB2EG,8,0,6,3,3,0,0,0
LB6BG,11,0,8,4,1,0,0,0
LN7W,23,3,5,11,5,1,1,0
LN9W,15,3,4,6,2,1,0,0
LT0F,6,0,0,1,2,2,1,0
LT2F,12,0,0,0,3,9,0,0
LU1ICX,4,0,4,0,0,0,0,0
LU1VCM,2,0,0,0,2,1,0,0
LU1WA,5,0,0,3,0,2,0,0
LU2FFD,4,0,1,3,1,0,0,0
LU3EBT,7,0,0,2,0,4,1,0
LU3FL,8,0,0,2,6,7,2,0
LU3HO/M,4,0,0,0,3,1,0,0
LU5EF,5,0,0,2,0,3,0,0
LU5FCI,1,0,0,0,1,0,0,0
LU5OM,9,8,1,1,0,1,0,0
LU5VV,2,0,0,2,0,0,0,0
LU6FN,8,0,0,0,0,8,0,0
LU7NS,1,0,0,0,0,1,0,0
LU7SN,6,0,0,0,0,0,6,0
LU8MB,3,0,0,0,0,3,1,0
LW2DCJ,10,0,0,3,2,5,0,0
LW2EQU,5,0,0,0,0,3,2,0
LW3DOA,2,0,0,0,0,0,2,0
LW3D,2,0,0,0,1,1,0,0
LX1EW,2,2,0,0,0,0,0,0
LX7M,8,0,0,5,3,1,0,0
LX/A3EZC/P,1,0,1,0,0,0,0,0
LX/PA3EZC,9,1,1,1,6,1,0,0
LY1N,21,0,0,0,21,0,0,0
LY1W,10,2,3,4,2,1,0,0
LY2A,6,1,0,1,4,0,0,0
LY2BAW,21,5,9,7,3,5,0,0
LY2BNL,17,0,4,3,8,4,0,0
LY2CX,6,1,2,2,3,0,0,0
LY2C,2,2,1,0,0,0,0,0
LY2DMX,7,0,7,0,0,0,0,0
LY2GV,18,0,3,12,5,1,0,0
LY2HS,19,0,7,8,8,1,1,0
LY2LE,8,0,0,6,0,2,0,0
LY2M,7,0,3,4,0,0,0,0
LY2PX,30,0,0,27,15,6,0,0
LY2QT,1,0,1,1,0,0,0,0
LY2R,7,1,2,3,1,0,0,0
LY2X,16,1,1,10,0,10,2,0
LY3A,21,2,1,11,5,2,1,0
LY3BG,3,0,0,1,2,1,0,0
LY3D,8,1,3,2,3,0,0,0
LY3W,13,0,2,9,1,2,0,0
LY3X,5,0,2,3,1,0,0,0
LY4OO,6,0,1,4,4,1,0,0
LY4W,10,1,3,3,1,1,1,0
LY5AA,2,1,1,0,0,0,0,0
LY5A,34,2,13,11,15,5,0,0
LY5L,8,1,3,3,1,1,0,0
LY5Q,7,0,6,0,1,0,0,0
LY7A,10,0,3,4,1,2,0,0
LY7G,10,1,2,2,4,2,0,0
LY7ZZ,10,1,4,2,3,0,1,0
LZ0W,17,0,5,10,5,1,0,0
LZ105PBP,7,0,0,2,5,0,0,0
LZ105PDP,3,0,0,1,2,0,0,0
LZ10HPBP,3,0,0,1,2,0,0,0
LZ1A,10,0,3,3,3,1,0,0
LZ1FFF,7,0,0,7,0,0,0,0
LZ1FI,9,0,1,0,8,0,0,0
LZ1MG,13,0,0,0,4,10,0,0
LZ1MS,16,0,5,8,4,7,0,0
LZ1WZ,7,0,0,1,6,0,0,0
LZ1W,6,2,1,2,0,1,0,0
LZ2AY,6,0,0,0,2,5,0,0
LZ2CS,6,0,1,2,2,1,0,0
LZ2CW,5,0,0,5,0,0,0,0
LZ2FM,8,0,0,6,3,2,0,0
LZ2PS,5,0,0,0,5,0,0,0
LZ2UW,5,1,2,2,3,1,0,0
LZ2WP,5,0,5,1,0,0,0,0
LZ3DX,16,0,0,1,16,0,0,0
LZ5A,15,0,3,5,6,4,1,0
LZ5F,8,0,0,4,3,1,0,0
LZ5G,6,0,2,0,4,0,0,0
LZ5L,7,0,1,3,2,1,0,0
LZ5T,9,0,0,9,0,0,0,0
LZ5XQ,37,0,9,19,15,0,0,0
LZ5ZI,10,0,2,9,0,0,0,0
LZ6A,8,0,3,2,1,2,0,0
LZ6C,2,0,0,0,1,2,0,0
LZ7R,10,1,3,4,2,1,0,0
LZ7T,12,0,0,7,3,2,0,0
LZ7W,9,1,3,2,4,0,0,0
LZ8A,17,0,2,2,10,4,2,0
LZ8W,18,3,3,10,3,1,0,0
LZ9A,8,1,3,1,2,1,0,0
M0AAC,9,0,0,0,7,3,0,0
M0AID,4,2,0,2,1,0,0,0
M0AMS,2,0,0,0,2,0,0,0
M0BCT,12,2,5,4,2,2,1,0
M0BKB,11,0,0,4,8,3,0,0
M0BUI,9,0,0,0,6,3,0,0
M0CLH,6,0,0,2,3,3,0,0
M0CTP,6,2,0,4,2,0,0,0
M0DHO,9,2,8,1,0,0,0,0
M0DSR,10,0,0,1,6,7,0,0
M0DX,8,1,2,2,3,0,0,0
M0GME,6,3,4,0,1,0,0,0
M0GXM,3,0,3,1,0,0,0,0
M0GZR,4,0,1,0,2,1,1,0
M0HOM,4,0,0,3,0,1,0,0
M0HTE,13,0,2,9,5,2,0,0
M0HWX,5,0,0,0,5,0,0,0
M0ILT,33,0,9,17,11,9,0,0
M0IPU,13,0,2,4,6,4,0,0
M0IST,8,0,0,2,3,3,0,0
M0LAY,9,0,4,3,4,2,0,0
M0NKR,5,0,2,0,2,1,0,0
M0NQN,7,0,2,0,4,0,2,0
M0OXO,5,0,0,1,3,2,0,0
M0SEL,4,0,2,1,1,1,0,0
M0STE,4,0,1,3,0,0,0,0
M0TAZ,4,0,0,2,2,0,0,0
M0TEF,3,0,0,0,2,2,0,0
M0TLI,2,0,0,0,2,1,0,0
M0TQR,6,0,0,4,3,1,0,0
M0WEL,12,0,1,5,4,3,0,0
M0WHC,8,0,0,0,8,3,0,0
M0WLF,7,0,0,0,6,2,0,0
M0WUT,3,0,0,0,1,3,0,0
M1AQO,6,0,0,3,3,0,0,0
M1CEC,7,0,0,1,4,3,0,0
M1EYP/P,2,0,0,0,2,0,0,0
M1TZR,10,0,3,3,3,2,0,0
M3R,3,3,0,1,1,0,0,0
M5B,8,0,0,1,1,6,0,0
M5JON,2,2,0,0,0,0,0,0
M5T,18,1,6,8,4,4,1,0
M6MPC,8,0,1,2,0,6,0,0
M6M,8,0,1,2,4,1,0,0
M7A,19,0,4,5,12,1,1,0
M7M,4,1,0,1,3,1,0,0
M7T,21,2,4,11,5,2,0,0
MI0NID,2,0,0,0,0,2,0,0
MI0VKO,5,0,0,4,0,2,0,0
MI3M,4,0,0,0,4,0,0,0
MJ0B,10,0,0,8,2,3,0,0
MM0CBL,4,0,0,1,4,0,0,0
MM0CCC,5,0,3,3,2,0,0,0
MM0CEZ,2,0,0,0,2,0,0,0
MM0CIN,4,0,0,4,0,0,0,0
MM0CYR,16,0,3,4,8,11,0,0
MM0JTV,9,0,3,4,2,1,0,0
MM0MOC,5,0,0,0,5,0,0,0
MM0TGS,5,0,3,1,1,0,0,0
MM0ZBH,3,0,0,3,0,0,0,0
MM3JFM,2,0,0,1,2,0,0,0
MW0BFY,7,0,0,5,3,1,0,0
MW0B,5,0,0,4,0,1,0,0
MW0RTI,11,0,1,5,5,0,0,0
MW2I,2,0,1,2,0,0,0,0
MW3RNI,4,0,1,2,2,0,0,0
MW5D,6,0,0,6,0,0,0,0
MW6B,4,0,0,4,0,0,0,0
N0ABA,3,0,3,1,0,0,0,0
N0AH,17,0,3,5,10,3,0,0
N0AV,7,0,0,1,7,2,0,0
N0BM,8,0,0,4,3,4,0,0
N0CKC,4,0,0,0,0,4,0,0
N0DJY,6,0,1,0,5,0,0,0
N0EVH,8,0,0,0,6,3,0,0
N0FW,5,3,3,0,0,0,0,0
N0FX,3,0,1,0,1,1,0,0
N0HU,7,0,0,2,2,3,0,0
N0HWD,6,0,0,3,2,2,0,0
N0IW,6,0,0,3,3,0,0,0
N0KV,31,5,13,10,18,13,4,0
N0LNO,4,0,0,2,2,2,0,0
N0NA,6,0,0,0,4,2,0,0
N0ND,4,0,0,0,4,0,0,0
N0NR,6,0,0,2,4,0,0,0
N0OP,11,0,1,5,6,7,2,0
N0PFE,5,0,0,2,2,1,0,0
N0RB,19,0,5,14,4,1,1,0
N0RR,12,0,8,2,1,0,1,0
N0RZ,9,0,0,6,3,2,0,0
N0SSM,7,0,1,3,3,3,0,0
N0TK,18,1,4,5,8,7,1,0
N0TR,2,0,2,2,0,0,0,0
N0UU,1,0,0,0,0,1,1,0
N0VY,8,0,0,0,8,0,0,0
N1AC,4,0,0,0,3,1,0,0
N1AE,19,0,11,8,2,0,0,0
N1AR,7,0,1,1,5,0,0,0
N1AT,4,0,0,1,3,0,0,0
N1BG,7,0,2,3,2,0,0,0
N1CX,4,0,1,4,0,0,0,0
N1DN,4,0,1,2,1,0,0,0
N1EU,6,0,0,1,5,0,0,0
N1EX,10,0,4,3,1,2,0,0
N1HR,12,0,0,3,10,4,0,0
N1IMW,4,0,1,2,1,0,0,0
N1JF,6,0,2,2,1,1,0,0
N1JW,15,1,2,4,8,4,2,0
N1KL,16,0,0,4,8,5,1,0
N1KX,6,0,0,1,6,4,0,0
N1UF,3,0,0,0,0,3,0,0
N1ZZ,5,0,0,3,1,2,0,0
N2AA,8,0,6,2,0,0,0,0
N2ADE,14,0,0,0,6,9,2,0
N2AD,16,1,3,3,9,0,0,0
N2AE,9,0,1,2,6,0,0,0
N2AJ,7,0,2,4,0,2,0,0
N2ANL,4,0,1,1,2,2,0,0
N2ATA,24,0,0,12,6,7,0,0
N2AXX,11,0,3,0,6,2,3,0
N2BOW,7,0,2,3,5,0,0,0
N2CAR,5,0,0,3,2,3,0,0
N2CJ,4,0,1,2,1,1,0,0
N2EJI,3,0,0,0,3,0,0,0
N2GOT,10,0,1,6,4,1,0,0
N2IR,6,0,2,0,3,0,1,0
N2JNZ,4,0,0,4,0,0,0,0
N2KHH,15,0,0,4,11,6,1,0
N2KW,6,1,1,0,4,0,0,0
N2LBR,37,5,14,21,24,12,2,0
N2LVG,15,1,1,7,5,3,0,0
N2MEE,9,0,2,3,4,2,0,0
N2MU,9,0,0,0,7,3,0,0
N2NF,9,0,0,0,9,0,0,0
N2OUV,7,0,0,3,4,0,0,0
N2RD,12,0,1,3,5,3,0,0
N2TJS,7,0,0,2,2,4,0,0
N2TTA,4,0,1,0,2,2,0,0
N2VA,6,0,3,1,2,0,0,0
N2VV,9,0,2,3,4,1,0,0
N2WG,5,0,0,0,4,2,0,0
N2WKI,5,0,0,3,2,0,0,0
N2WWD,12,0,0,3,10,2,0,0
N3AB,8,1,1,3,4,0,0,0
N3ADF,7,1,3,2,0,2,0,0
N3AF,18,2,6,3,13,1,0,0
N3BB,4,0,0,0,3,3,1,0
N3BTM,7,0,1,4,5,0,0,0
N3BUD,7,0,1,0,5,1,1,0
N3CAU,6,2,3,1,2,1,1,0
N3CU,5,0,1,2,2,0,0,0
N3EN,8,0,2,4,3,0,0,0
N3EU,5,0,0,0,5,0,0,0
N3GM,17,0,1,17,0,0,0,0
N3IQ,41,11,18,17,20,16,4,0
N3LM,6,0,0,3,1,3,0,0
N3MVX,15,0,3,9,7,6,0,0
N3NT,12,4,3,4,3,0,1,0
N3NZ,8,0,0,0,6,3,0,0
N3QA,4,0,0,0,4,0,0,0
N3RC,21,0,1,12,12,2,0,0
N3RI,8,0,2,3,4,0,0,0
N3RN,14,0,2,4,6,2,0,0
N3RUA,6,0,0,3,0,2,2,0
N3SL,5,2,0,0,3,1,0,0
N3TM,11,0,0,3,2,7,0,0
N3WJ,12,0,0,3,9,1,0,0
N3WT,11,0,5,2,4,0,0,0
N3WW,6,0,2,1,2,1,1,0
N3XF,2,0,0,0,2,0,0,0
N3XLS,10,0,4,3,4,2,0,0
N3XM,13,2,2,6,5,7,1,0
N3ZV,9,4,5,4,1,1,0,0
N4AAE,3,0,0,3,1,0,0,0
N4ABC,8,0,1,3,4,1,0,0
N4ADK,5,0,1,0,4,1,0,0
N4AD,6,1,0,1,4,0,0,0
N4AR,11,0,3,6,1,3,0,0
N4AW,7,1,0,2,2,2,0,0
N4AYV,7,1,1,2,2,3,0,0
N4CWZ,3,0,0,1,0,2,0,0
N4DAG,6,0,0,0,6,0,0,0
N4DL,5,0,0,0,5,0,0,0
N4DP,5,0,0,0,0,5,0,0
N4DT,16,0,11,7,1,0,0,0
N4DX,11,0,2,7,2,1,0,0
N4EEB,6,0,2,4,2,1,0,0
N4EFS,10,0,0,5,5,0,0,0
N4EXA,8,0,0,0,7,3,0,0
N4FP,5,2,0,1,3,0,0,0
N4FW,3,0,0,3,0,0,0,0
N4FX,4,1,0,1,2,1,0,0
N4HAL,6,0,0,0,5,1,0,0
N4HM,4,0,0,0,2,3,0,0
N4HV,6,0,0,3,3,0,0,0
N4IS,5,4,2,0,0,0,0,0
N4JED,11,0,0,5,2,5,1,0
N4JT,24,1,2,4,14,7,3,0
N4KZ,6,1,1,4,1,1,0,0
N4MA,3,0,0,2,0,1,0,0
N4NQ,5,0,0,0,5,4,0,0
N4NTO,6,1,0,3,1,2,0,0
N4NX,8,0,4,1,1,3,0,0
N4NYK,5,0,1,2,4,0,0,0
N4OA,13,0,0,9,3,3,0,0
N4OC,8,8,0,0,0,0,0,0
N4OE,3,0,0,0,2,1,0,0
N4PF,4,0,0,0,1,3,0,0
N4PY,5,0,0,2,2,0,1,0
N4QH,7,0,1,2,3,0,1,0
N4QK,5,4,1,0,0,0,0,0
N4RI,5,0,0,2,3,1,0,0
N4RLD,4,0,0,3,1,1,0,0
N4RM,10,1,3,2,5,1,0,0
N4RSS,6,0,1,2,5,0,0,0
N4RU,6,1,2,3,0,0,0,0
N4RV,15,8,5,9,1,1,0,0
N4SA,7,0,0,0,7,0,0,0
N4SF,1,1,0,1,0,0,0,0
N4SLR,5,0,0,1,0,4,0,0
N4SU,13,0,1,5,6,2,0,0
N4SV,7,0,1,3,1,2,0,0
N4UCM,2,0,0,1,1,1,0,0
N4UC,1,0,1,1,0,0,0,0
N4UF,9,0,2,1,5,1,0,0
N4UP,18,0,1,2,10,7,0,0
N4VI,5,0,0,0,5,3,0,0
N4VN,5,0,1,4,0,1,0,0
N4WOT,7,0,1,1,3,3,0,0
N4WW,48,12,19,30,32,18,6,0
N4XD,27,8,10,6,4,10,2,0
N4XH,13,0,2,3,8,3,0,0
N4YCI,13,0,1,6,5,5,1,0
N4YM,4,0,0,3,3,0,0,0
N4ZZ,8,0,0,3,4,2,0,0
N5AN,2,0,0,1,1,1,0,0
N5AQ,3,0,0,1,1,1,0,0
N5ATT,11,1,0,6,4,1,1,0
N5BO,6,0,0,3,2,1,0,0
N5BX,21,0,2,9,6,5,0,0
N5DF,2,0,0,2,0,0,0,0
N5DG,7,6,1,0,0,0,0,0
N5DK,5,0,1,1,2,2,0,0
N5DM,8,0,1,0,1,6,0,0
N5DRG,3,0,2,2,0,0,0,0
N5EA,9,0,0,7,1,1,0,0
N5HC,15,2,3,8,5,3,0,0
N5HEK,8,0,0,0,8,2,0,0
N5HI,3,0,0,1,2,0,0,0
N5IR,22,2,9,5,5,7,2,0
N5IT,12,0,0,4,4,5,0,0
N5KIP,7,0,0,1,6,4,0,0
N5KUC,15,0,0,0,13,10,0,0
N5KW,5,0,1,1,3,1,0,0
N5MOA,15,3,3,4,5,4,1,0
N5MX,6,0,0,5,1,0,0,0
N5NU,13,8,0,0,5,0,0,0
N5NX,11,0,3,3,4,3,0,0
N5OHL,4,0,1,0,3,0,0,0
N5OP,1,0,1,1,0,0,0,0
N5PD,8,0,1,1,5,4,0,0
N5PHT,26,1,7,13,17,5,1,0
N5PST,9,0,1,3,5,0,0,0
N5PT,6,0,0,1,2,3,0,0
N5QQ,8,1,1,2,5,2,0,0
N5RO,11,0,0,4,3,7,0,0
N5SQL,4,0,0,0,0,4,2,0
N5TB,18,0,1,9,10,2,0,0
N5UD,1,0,0,0,1,1,0,0
N5UM,2,1,2,1,0,0,0,0
N5VU,15,0,0,3,12,8,3,0
N5WA,6,0,1,1,2,4,0,0
N5WC,3,0,0,0,3,1,0,0
N5WW,6,0,1,2,2,1,0,0
N6ACL,3,0,0,2,1,0,0,0
N6ALO,9,0,0,3,1,5,0,0
N6AT,6,0,1,0,2,3,0,0
N6BIZ,6,0,0,2,3,1,0,0
N6CA,14,3,5,4,3,3,0,0
N6CL,5,1,1,4,0,0,0,0
N6CY,10,0,0,8,1,1,0,0
N6DKP,7,0,0,3,3,4,0,0
N6EB,7,0,0,2,4,2,0,0
N6ED,20,2,5,6,4,9,0,0
N6EED,12,0,0,6,8,0,0,0
N6ET,14,2,6,6,6,0,0,0
N6FE,5,0,0,1,4,1,0,0
N6FMF,12,0,0,5,6,2,0,0
N6GD,28,0,2,14,12,6,1,0
N6GEO,14,7,10,10,2,1,0,0
N6GLI,26,0,7,13,12,9,0,0
N6GL,7,0,0,4,2,1,0,0
N6GQ,6,0,1,3,2,1,0,0
N6HK,16,0,3,5,6,2,1,0
N6HY,3,0,1,0,2,0,0,0
N6JN,13,0,2,4,9,0,0,0
N6KR,5,0,1,2,2,2,0,0
N6MB,13,0,2,6,9,5,2,0
N6ML,12,0,0,0,3,12,0,0
N6MW,26,0,0,14,10,12,0,0
N6MZ,9,2,2,0,1,4,0,0
N6NF,4,0,1,0,2,1,0,0
N6NO,14,0,0,3,8,5,0,0
N6NR,9,0,0,3,6,2,0,0
N6NT,17,0,0,5,15,8,2,0
N6OC,4,0,0,4,0,0,0,0
N6PEQ,5,0,2,1,2,2,0,0
N6PF,13,0,0,0,11,5,0,0
N6RA,7,0,0,1,2,5,0,0
N6RC,10,0,1,2,7,1,0,0
N6RW,9,3,1,6,3,0,1,0
N6SU,12,0,0,0,5,9,0,0
N6TA,8,0,2,2,2,3,0,0
N6TG,8,0,3,8,0,0,0,0
N6TQ,14,3,2,4,5,7,2,0
N6TR,5,2,0,4,0,0,0,0
N6TVN,8,0,0,0,6,3,0,0
N6UOE,22,0,3,5,13,10,0,0
N6UO,5,0,1,0,2,2,0,0
N6UTC,12,0,1,4,7,2,0,0
N6VI,6,0,2,3,1,1,0,0
N6VOH,2,0,0,1,1,1,1,0
N6VZ,5,0,0,0,5,1,0,0
N6WH,5,0,0,3,1,1,0,0
N6XG,21,0,5,10,9,6,3,0
N6ZG,7,0,3,1,3,0,0,0
N6ZI,7,1,0,5,2,1,0,0
N7AC,2,0,0,0,2,1,0,0
N7BT,4,0,1,1,2,0,0,0
N7DC,3,0,0,2,1,0,0,0
N7DED,9,1,0,2,6,3,0,0
N7DF,11,11,0,0,0,0,0,0
N7DK,6,0,0,0,4,2,0,0
N7DR,35,14,11,7,13,11,3,0
N7EDK,5,0,0,1,4,0,0,0
N7ELB,5,0,0,0,5,1,0,0
N7ENN,16,0,0,0,16,1,0,0
N7GR,23,0,1,7,11,5,0,0
N7IW,6,0,0,4,2,0,0,0
N7KA,6,5,0,0,0,1,0,0
N7LPS,3,0,0,0,3,1,0,0
N7MB,12,3,5,3,1,1,0,0
N7NG,35,7,15,7,16,7,3,0
N7NR,17,5,4,5,2,7,0,0
N7RU,8,0,0,3,2,3,0,0
N7RY,3,0,3,2,0,0,0,0
N7SP,7,0,0,1,3,4,0,0
N7TB,3,0,0,2,2,0,0,0
N7TK,6,0,0,3,2,3,0,0
N7TM,8,0,1,3,3,2,0,0
N7TR,16,1,1,7,6,3,0,0
N7UA,8,1,1,4,2,0,0,0
N7US,4,1,1,2,0,2,1,0
N7UVH,7,3,2,3,0,0,0,0
N7VQC,4,0,0,0,1,3,0,0
N7VS,16,0,4,7,7,5,0,0
N7VZ,4,0,0,0,1,3,0,0
N7XM,10,0,3,7,1,0,0,0
N7YA,12,0,3,4,2,3,0,0
N7YK,19,0,0,9,8,5,3,0
N7ZA,12,0,1,7,6,4,0,0
N8AHH,32,0,11,12,10,6,0,0
N8BB,3,0,0,1,2,1,0,0
N8DE,3,0,0,0,3,0,0,0
N8DJX,10,0,0,1,1,8,0,0
N8DNA,3,0,0,3,0,0,0,0
N8DX,8,0,0,2,2,5,0,0
N8EHW,5,0,1,0,3,3,0,0
N8EW,11,0,4,6,2,3,0,0
N8FTJ,13,0,3,4,7,2,0,0
N8KDX,9,1,1,4,5,0,0,0
N8KR,10,0,1,3,5,4,0,0
N8OO,9,2,2,5,1,0,2,0
N8PE,20,0,0,13,10,7,0,0
N8RR,5,0,4,1,0,0,0,0
N8SP,9,0,1,2,5,1,0,0
N8UKD,18,0,2,6,9,11,0,0
N8UM,37,9,17,23,21,15,0,0
N8VW,8,0,8,0,0,0,0,0
N8WXQ,19,0,5,6,9,9,0,0
N8ZFH,2,0,0,0,1,1,0,0
N9BPL,3,0,0,1,2,0,0,0
N9CIQ,22,0,2,7,11,8,1,0
N9DJ,7,0,1,0,5,1,0,0
N9DM,5,0,0,2,3,0,0,0
N9DT,4,0,0,0,2,2,0,0
N9EN,14,0,0,14,0,0,0,0
N9EXL,11,0,0,5,3,5,0,0
N9FN,12,5,4,5,5,4,2,0
N9IJ,7,0,0,2,4,0,1,0
N9ISN,8,2,2,4,3,2,0,0
N9IW,7,4,4,0,0,0,0,0
N9JF,2,0,0,0,2,0,0,0
N9LF,5,0,1,0,3,2,0,0
N9NI,4,0,0,1,3,0,0,0
N9NY,7,0,2,2,3,1,0,0
N9RD,13,0,2,4,9,5,0,0
N9RRM,3,1,1,1,0,1,0,0
N9SZ,3,0,0,1,2,1,0,0
N9TV,8,0,0,3,3,3,1,0
N9WVM,4,0,0,2,2,0,0,0
N9YKE,13,2,3,5,5,3,0,0
N9YO,4,0,0,2,2,0,0,0
N9ZI,10,0,0,5,3,2,0,0
NA4MM,10,0,0,5,5,2,0,0
NA4M,13,0,2,8,5,2,0,0
NA5AR,8,2,1,2,2,3,3,0
NA5C,4,0,0,3,1,0,0,0
NA5G,28,5,11,13,8,7,1,0
NA5N,5,0,0,5,0,0,0,0
NA5Z,5,0,0,1,2,2,0,0
NA60,7,0,0,3,3,1,0,0
NA6C,7,0,1,0,6,0,0,0
NA6D,6,0,0,0,2,4,0,0
NA6M,8,1,2,2,2,1,0,0
NA7O,6,0,0,1,2,3,1,0
NA7V,8,0,0,2,4,2,0,0
NA9L,6,0,0,3,3,0,0,0
NB0Z,4,0,1,2,0,2,0,0
NB6M,3,0,0,3,0,0,0,0
NC1M,3,0,0,0,3,1,0,0
NC2W,4,0,2,1,2,2,0,0
NC4H,6,0,0,1,3,2,0,0
NC4I,7,0,1,2,2,2,0,0
NC6RJ,3,0,0,0,1,2,0,0
NC8B,2,0,0,2,0,0,0,0
ND0L,10,0,0,2,5,4,0,0
ND1N,6,0,0,1,4,1,0,0
ND7T,3,0,0,0,3,0,0,0
ND8X,1,0,0,0,0,1,0,0
ND9W,6,0,0,3,0,3,0,0
NE1I,7,3,0,0,2,2,0,0
NE3S,9,0,1,5,4,0,0,0
NE4H,12,0,2,8,4,3,0,0
NE7DX,12,0,0,5,2,6,0,0
NE8O/4,16,0,0,5,11,5,0,0
NE8Z,7,0,0,3,5,1,0,0
NE9H,4,0,0,0,3,2,0,0
NF1G,4,0,0,0,2,2,0,0
NF6P,6,0,0,0,6,3,0,0
NF9V,9,0,0,9,0,0,0,0
NG0E,13,0,2,9,8,5,1,0
NG0G,11,4,1,6,1,0,0,0
NG2X,8,0,0,2,4,3,0,0
NG3R,11,0,1,7,6,2,1,0
NH6JC,15,0,0,0,6,9,3,0
NH6Y,6,0,0,0,3,4,0,0
NI8R,6,0,1,2,1,2,0,0
NJ3K,13,1,0,3,7,3,0,0
NJ9M,4,0,0,0,4,0,0,0
NK1Z,7,0,1,2,2,2,0,0
NK4A,9,0,0,0,3,5,2,0
NK4K,3,0,0,1,1,1,0,0
NK4L,10,0,0,1,9,3,0,0
NK7L,8,0,2,3,3,2,0,0
NL7G,4,0,0,0,4,0,0,0
NM2L,2,0,2,1,0,0,0,0
NM4O,6,0,1,1,0,5,0,0
NM5S,2,0,1,0,2,0,0,0
NM7G,20,0,0,0,18,10,0,0
NM9H,6,0,0,0,2,5,0,0
NM9P,4,0,4,0,0,0,0,0
NN1N,6,0,1,4,2,1,0,0
NN2L,8,8,0,0,0,0,0,0
NN2NN,22,0,6,9,12,10,0,0
NN2W,4,0,1,0,2,2,0,0
NN3WW,5,0,0,2,3,0,0,0
NN4DF,7,0,2,3,1,2,0,0
NN4M,8,0,2,4,2,2,0,0
NN4Q,7,0,1,4,1,1,0,0
NN5E,14,0,0,0,5,12,0,0
NN5G,13,0,7,5,1,2,0,0
NN6AA,8,0,1,0,7,0,0,0
NN6L,8,6,0,2,0,0,0,0
NN6XX,6,0,1,2,3,2,0,0
NN7CP,1,0,0,0,1,0,0,0
NN8MU,10,1,2,1,2,6,0,0
NN8R,17,0,0,9,6,3,0,0
NO0Z,2,0,0,0,1,2,0,0
NO1I,9,0,3,0,6,0,0,0
NO3M,12,12,0,0,0,0,0,0
NO4P,6,0,3,1,1,1,1,0
NO5W,5,0,0,0,4,5,1,0
NO7DE,15,0,0,7,6,2,0,0
NO7T,2,0,0,0,2,0,0,0
NO8C,17,6,7,3,7,4,0,0
NO8J,5,0,0,3,2,0,0,0
NP3A,11,0,0,3,1,8,3,0
NP3X,14,0,3,3,1,5,2,0
NP3Z,9,0,1,1,3,4,0,0
NP4A,4,0,0,2,1,1,0,0
NP4GN,3,0,0,0,0,3,0,0
NP4X,13,0,0,2,4,7,0,0
NQ2F,17,0,0,7,9,4,0,0
NQ5K,6,0,0,0,6,0,0,0
NR1R,4,1,1,0,0,2,0,0
NR2X,11,0,2,3,5,2,0,0
NR3K,7,0,0,2,4,2,0,0
NR3M,21,0,5,9,5,6,0,0
NR4N,5,0,1,1,2,2,0,0
NR4X,15,1,4,6,3,3,0,0
NR5N,9,0,1,2,3,3,0,0
NR5R,10,0,0,3,7,0,0,0
NR6O,6,0,2,1,2,0,1,0
NS2R,5,0,0,0,3,2,0,0
NS6C,6,4,2,1,0,0,0,0
NS9X,7,0,0,0,6,4,0,0
NT4A,2,0,0,0,2,0,0,0
NT6X,34,0,6,15,13,8,1,0
NU1P,4,0,1,3,3,0,0,0
NU2J,7,0,0,4,3,0,0,0
NU4B,10,0,0,0,1,10,0,0
NU4O,8,0,1,2,3,3,0,0
NU6O,7,0,0,4,4,0,0,0
NU6S,15,0,0,15,0,0,0,0
NU7J,24,1,7,0,11,11,2,0
NU7P,20,0,5,9,4,6,4,0
NU8Z,5,0,0,0,5,1,0,0
NV0S,2,0,2,0,0,0,0,0
NV4G,7,0,0,2,3,3,0,0
NW3X,8,0,1,3,3,1,0,0
NW4M,7,0,1,3,1,3,0,0
NW9S,6,0,0,6,0,0,0,0
NX3V,2,0,0,0,1,2,0,0
NX5M,13,0,4,0,7,6,6,0
NX7U,6,1,1,2,3,0,0,0
NY1I,5,0,0,1,3,1,0,0
NY2H,18,2,6,9,5,3,0,0
NY2PO,19,5,1,1,10,9,2,0
NY4I,7,1,0,1,5,3,2,0
NY6Y,8,0,1,3,3,1,0,0
NY8K,6,0,0,0,3,3,0,0
NZ4DX,5,0,1,0,3,1,0,0
NZ5A,7,0,3,0,4,0,0,0
OA5/HB9BHU/P,4,0,0,0,0,4,0,0
OE1GQA,8,0,3,0,5,0,0,0
OE1KLW,6,0,1,2,4,0,0,0
OE1PEW,4,0,0,0,2,3,1,0
OE1UZ,8,0,0,4,3,2,0,0
OE2DYL,15,1,5,5,4,3,3,0
OE2I,7,0,6,3,0,0,0,0
OE2LCM,6,5,2,0,0,0,0,0
OE2SNL,8,0,4,2,2,1,0,0
OE36KC,16,0,4,11,1,1,0,0
OE3BBC,3,0,1,0,2,0,0,0
OE3CDS,4,0,0,0,0,4,0,0
OE3DSB,11,0,0,3,4,5,1,0
OE3EVA,3,3,0,0,0,0,0,0
OE3FVU,10,2,3,8,2,4,0,0
OE3GAS,3,0,0,2,0,1,0,0
OE3GCU,10,0,1,2,2,5,0,0
