Call,TotalHours,OnePointEightMHz,ThreePointFiveMHz,SevenMHz,FourteenMHz,TwentyOneMHz,TwentyEightMHz,None
DH7TNO,32,12,16,20,13,7,2,0
DH8MS,19,0,11,6,0,3,0,0
DJ0AH,30,0,6,17,12,3,1,0
DJ0MDR,34,34,0,0,0,0,0,0
DJ0RU,8,0,0,4,6,3,0,0
DJ0SP,27,0,9,15,16,11,3,0
DJ0YI,27,0,4,13,6,7,0,0
DJ1AA,31,8,9,15,12,6,2,0
DJ1SL,33,4,11,13,18,10,1,0
DJ1TO,11,0,4,3,6,2,1,0
DJ1XT,32,8,13,13,11,12,1,0
DJ1YF,21,0,7,10,4,4,0,0
DJ2AX,17,3,5,5,8,0,0,0
DJ2BC,14,14,0,0,0,0,0,0
DJ2FR,19,0,6,11,3,3,2,0
DJ2IA,24,11,10,7,7,10,3,0
DJ2SL,5,0,1,2,1,3,0,0
DJ2XC,26,0,0,26,0,0,0,0
DJ2YE,34,2,17,13,8,3,0,0
DJ3AK,11,4,7,0,0,0,0,0
DJ3CQ,20,0,20,0,0,0,0,0
DJ3CS,18,4,3,6,3,6,3,0
DJ3GE,11,0,0,0,0,11,0,0
DJ3HW,21,2,5,7,11,8,2,0
DJ3JD,16,7,6,10,9,3,0,0
DJ3RA,23,12,3,6,5,6,2,0
DJ3WE,33,10,10,18,16,9,3,0
DJ3XA,28,4,14,11,8,3,0,0
DJ3XD,21,11,8,12,6,6,1,0
DJ4AX,28,28,0,0,0,0,0,0
DJ4CW,31,2,28,3,2,3,0,0
DJ4KW,25,9,5,3,4,3,3,0
DJ4MH,11,0,11,0,0,0,0,0
DJ4MZ,17,0,2,8,9,9,4,0
DJ4WM,13,0,8,10,4,1,0,0
DJ5AN,31,13,17,11,8,7,1,0
DJ5IW,3,0,3,0,0,0,0,0
DJ5MO,35,6,16,14,16,12,0,0
DJ5QE,11,0,8,6,1,1,0,0
DJ5UZ,29,7,9,9,8,6,0,0
DJ6DO,11,0,1,8,5,1,0,0
DJ6FO,30,5,10,15,10,6,1,0
DJ6OZ,39,10,12,14,18,10,2,0
DJ6TB,12,1,2,7,3,3,1,0
DJ6TK,14,0,0,0,0,14,0,0
DJ6UP,18,0,1,6,9,6,1,0
DJ7AT,35,0,6,17,8,9,2,0
DJ7EC,18,0,0,18,0,0,0,0
DJ7MH,35,8,13,14,13,3,1,0
DJ7PR,18,3,5,9,4,6,0,0
DJ7UC,44,20,25,22,19,13,4,0
DJ7YP,33,5,7,11,10,9,1,0
DJ8BD,3,0,0,3,0,0,0,0
DJ8EW,22,12,8,11,5,6,2,0
DJ8FR,8,0,0,0,4,4,0,0
DJ8QA,18,1,4,8,4,8,0,0
DJ8QP,22,0,22,0,0,0,0,0
DJ8RS,15,0,2,14,0,0,0,0
DJ8UL/P,11,0,0,11,0,0,0,0
DJ8WK,9,0,4,5,4,2,0,0
DJ9HX,23,3,4,11,11,9,1,0
DJ9KH,10,0,0,0,0,10,0,0
DJ9MH,25,0,11,16,11,6,1,0
DJ9SN,25,8,12,9,3,8,4,0
DJ9ZB,20,0,0,0,0,20,0,0
DK0AE,31,8,9,15,12,6,2,0
DK0MM,44,0,0,44,0,0,0,0
DK0SU,20,2,2,8,6,7,1,0
DK0TA,48,10,22,33,24,18,6,0
DK0TU,48,12,23,31,21,19,3,0
DK1AX,13,0,4,9,5,4,1,0
DK1EI,8,0,6,0,0,2,0,0
DK1FT,33,3,7,21,14,10,1,0
DK1FW,15,4,7,14,0,0,0,0
DK1KC,40,22,24,28,15,15,6,0
DK1LC,2,0,1,2,0,0,0,0
DK1LRS,17,2,8,5,10,1,0,0
DK1MIR,17,0,0,0,17,0,0,0
DK1NO,20,4,7,12,7,6,1,0
DK2AMS,23,0,11,8,5,3,1,0
DK2AT,24,0,5,5,12,10,1,0
DK2BJ,30,5,12,9,10,8,2,0
DK2CC,37,2,19,19,13,11,0,0
DK2CF,39,11,11,17,13,9,0,0
DK2CX,14,3,11,11,8,6,0,0
DK2DQ,21,0,0,21,0,0,0,0
DK2FG,35,0,27,27,0,0,0,0
DK2GZ,22,0,0,0,0,22,0,0
DK2LO,36,8,13,13,13,6,2,0
DK2WU,10,0,3,7,4,2,0,0
DK2ZO,14,14,0,0,0,0,0,0
DK3AX,13,8,2,1,4,5,0,0
DK3CC,14,0,0,0,0,14,0,0
DK3DUA,24,6,9,12,12,11,3,0
DK3GI,33,12,15,21,13,12,4,0
DK3PM,23,5,5,11,7,6,0,0
DK3WJ,22,1,3,7,8,7,1,0
DK3WM,19,2,12,11,5,0,0,0
DK3WN,40,14,15,19,15,17,3,0
DK3WW,45,19,20,25,19,12,4,0
DK3YD,33,8,17,22,17,11,3,0
DK4CU,15,0,0,15,0,0,0,0
DK4EF,5,0,4,1,2,1,0,0
DK4FT,3,0,0,0,2,2,0,0
DK4MDA,3,2,0,1,1,0,0,0
DK4QT,7,1,1,2,1,2,0,0
DK4SR,9,0,0,4,5,1,0,0
DK4WW,5,0,0,5,0,0,0,0
DK4YJ,26,6,11,17,10,8,1,0
EI5DI,5,3,5,1,0,0,0,0
DK5AX,41,9,12,15,11,7,2,0
DK5CF,15,0,3,8,8,1,0,0
DK5D,33,4,15,17,20,16,1,0
DK5DQ,24,2,5,12,13,6,5,0
DK5EZ,13,0,4,9,2,2,0,0
DK5KF,13,0,0,7,8,0,0,0
DK5KK,1,0,0,0,1,0,0,0
DK5OCE,32,0,14,19,12,10,1,0
DK5PF,11,0,1,4,7,3,0,0
DK5RL,22,12,10,6,7,2,3,0
DK5SF,17,0,3,8,6,2,0,0
DK5TX,21,2,7,6,10,11,0,0
DK5WN,11,2,5,4,2,1,0,0
DK5WO,22,0,0,12,10,4,0,0
DK5XG,34,0,15,17,16,9,0,0
DK5ZX,3,0,0,3,0,0,0,0
DK6BT,9,1,3,3,1,4,0,0
DK6CQ,9,0,0,0,5,8,0,0
DK6CS,10,0,0,10,0,0,0,0
DK6OR,23,3,7,10,5,5,0,0
DK6WA,13,4,2,9,0,0,0,0
DK6WL,29,7,5,10,14,11,4,0
DK6YM,5,0,0,5,0,0,0,0
DK7CH,7,0,2,3,2,0,0,0
DK7GH,11,3,3,9,4,5,0,0
DK7HA,36,0,0,36,0,0,0,0
DK7IK,19,0,0,6,12,6,0,0
DK7MD,21,5,6,8,8,5,0,0
DK7OB,17,0,11,10,1,3,1,0
DK7OG,22,0,1,18,11,3,0,0
DK7VW,9,0,2,5,3,0,0,0
DK7ZT,20,6,8,13,0,0,0,0
DK8AX,26,1,9,12,10,5,1,0
DK8EY,7,2,2,3,2,2,0,0
DK8R,41,12,16,20,14,12,6,0
DK8RE,21,5,8,6,8,6,3,0
DK8XX,14,8,6,3,2,1,0,0
DK8ZB,45,7,14,27,23,18,7,0
DK9HE,7,0,4,3,0,0,0,0
DK9IP,25,5,5,12,17,13,5,0
DK9MH,11,0,1,1,8,5,0,0
DL/YL3GX,21,0,8,11,4,5,0,0
DL0GEO,13,0,0,0,13,0,0,0
DL0GH,21,1,4,7,12,3,0,0
DL0GL,48,22,29,37,25,18,11,0
DL0MCM,7,7,0,0,0,0,0,0
DL0NG,21,6,5,11,4,6,1,0
DL0RD,25,0,3,8,13,8,2,0
DL0SLG,3,1,3,1,0,0,0,0
DL0VBG,17,0,3,5,2,8,0,0
DL0VG,10,0,2,3,3,2,0,0
DL1A,48,21,33,43,25,19,12,0
DL1AKL,22,0,9,8,10,2,0,0
DL1AQU/P,39,8,14,10,8,4,1,0
DL1ARJ,18,0,9,3,6,3,0,0
DL1ARK,10,0,0,6,4,4,0,0
DL1ATZ,13,1,2,3,4,7,1,0
DL1AWC,4,0,1,1,2,1,0,0
DL1AWM,10,0,0,9,2,0,0,0
DL1AXI,23,0,0,23,0,0,0,0
DL1AZK,4,0,0,0,2,2,0,0
DL1BA,31,0,14,7,9,3,0,0
DL1BRL,23,0,1,12,7,4,2,0
DL1DAF,8,0,0,2,4,3,0,0
DL1DBR,20,0,0,20,0,0,0,0
DL1DQJ,4,0,0,0,4,1,0,0
DL1DQW,11,0,5,8,7,7,1,0
DL1DTL,36,11,15,18,19,16,9,0
DL1DXA,35,22,0,0,8,7,0,0
DL1EAL,7,0,0,5,5,2,0,0
DL1EFW,33,0,33,0,0,0,0,0
DL1EJD,8,0,0,0,4,5,0,0
DL1EKG,18,0,1,7,5,10,2,0
DL1EL,22,1,10,6,8,3,1,0
DL1FCU,22,8,5,10,8,9,0,0
DL1FMG,8,0,3,4,3,1,0,0
DL1GLH,4,0,3,1,0,0,0,0
DL1GME,26,0,0,13,17,8,1,0
DL1HAZ,28,5,10,9,8,7,1,0
DL1HUH,10,2,6,5,3,0,0,0
DL1JBE,9,0,2,8,5,2,0,0
DL1JDQ,25,5,6,17,15,6,0,0
DL1JHW,13,0,0,13,0,0,0,0
DL1LOD,32,0,12,16,15,9,1,0
DL1LSW,13,0,0,4,7,4,0,0
DL1MEV,5,0,3,2,1,0,0,0
DL1MFZ,13,2,7,3,4,1,0,0
DL1MIL,10,0,6,6,5,0,0,0
DL1NEK,16,2,8,6,6,1,0,0
DL1NEO,36,7,12,23,14,9,1,0
DL1NKB,13,0,0,1,11,1,0,0
DL1NKS,43,16,16,14,15,10,4,0
DL1OJ,5,0,0,5,0,0,0,0
DL1ONI,1,1,0,0,1,1,0,0
DL1PJ,5,0,3,2,2,0,0,0
DL1RG,8,0,0,0,0,8,0,0
DL1RNN,23,1,13,12,7,7,1,0
DL1RTS,33,6,14,23,15,9,1,0
DL1SAN,26,5,5,9,10,7,2,0
DL1SO,14,2,3,9,7,5,0,0
DL1STG,14,0,5,4,2,7,1,0
DL1SVA,35,0,12,22,14,9,0,0
DL1SWT,4,2,3,0,1,0,0,0
DL1SXB,11,0,0,3,5,6,0,0
DL1T,47,9,20,22,15,15,3,0
DL1TRK,36,10,13,11,8,4,0,0
DL1TS,34,0,7,29,19,16,3,0
DL1VJL,15,0,0,10,3,3,0,0
DL1WA,21,0,0,21,0,0,0,0
DL1XW,9,0,1,4,2,3,0,0
DL1YCF,12,3,3,3,5,3,0,0
DL1YES,25,0,12,17,5,2,0,0
DL1YM,18,0,0,7,13,0,0,0
DL1YPF,4,1,3,3,0,0,0,0
DL2AL,21,6,4,8,7,4,0,0
DL2ANM,20,0,6,8,5,6,4,0
DL2ASB,19,6,9,6,8,4,0,0
DL2AWA,10,2,2,1,6,2,1,0
DL2AXM,24,8,10,4,6,4,1,0
DL2BIS,21,0,9,11,10,4,0,0
DL2BJB,6,2,4,0,0,0,0,0
DL2BQD,8,0,8,0,0,0,0,0
DL2BQV,15,3,0,0,8,7,3,0
DL2BUM,10,2,2,8,2,5,0,0
DL2CC,26,5,4,16,9,8,1,0
DL2DBG,11,0,4,8,0,0,0,0
DL2DWP,15,4,3,7,8,6,0,0
DL2DYL,13,0,0,0,4,10,2,0
DL2FQ,12,0,3,5,6,2,1,0
DL2HRT,7,0,0,7,0,0,0,0
DL2KMS,11,0,2,7,8,5,0,0
DL2LDE,19,0,0,7,9,6,0,0
DL2LRT,24,8,10,13,12,8,1,0
DL2MM,7,0,2,0,0,6,0,0
DL2NBY,25,2,7,13,15,6,3,0
DL2OE,16,3,3,3,7,5,1,0
DL2RTJ,5,0,0,5,0,0,0,0
DL2RUG,10,0,1,6,3,2,0,0
DL2SAX,9,0,0,0,0,9,0,0
DL2SWN,10,1,5,7,0,0,0,0
DL2SWW,14,14,0,0,0,0,0,0
DL2TM,25,0,0,25,0,0,0,0
DL2VK,17,0,0,10,6,5,0,0
DL2VM,8,8,0,0,0,0,0,0
DL2VNL,7,5,1,0,2,0,1,0
DL2VWR,8,8,0,0,0,0,0,0
DL2WJT,11,0,0,0,11,0,0,0
DL2XC,17,0,0,13,5,0,0,0
DL2YAK,6,6,0,0,0,0,0,0
DL2YMR,3,0,0,1,2,1,0,0
DL2ZA,11,0,0,0,11,0,0,0
DL2ZBO,23,0,11,10,11,3,0,0
DL3AMI,22,4,9,12,13,10,3,0
DL3ANK,34,12,14,15,14,14,2,0
DL3AWB,15,0,4,8,10,5,0,0
DL3BCR,25,0,6,11,10,5,0,0
DL3BVA,11,0,0,0,9,6,0,0
DL3BXX,14,5,7,4,1,2,1,0
DL3CX,25,0,5,16,16,6,0,0
DL3DQL,16,16,0,0,0,0,0,0
DL3DRN,24,2,7,6,5,7,1,0
DL3EAZ,8,8,0,0,0,0,0,0
DL3FBB,13,0,0,2,11,3,0,0
DL3HAE,19,0,4,12,6,2,0,0
DL3HQN,18,2,5,7,7,6,2,0
DL3HR,13,0,0,13,0,0,0,0
DL3HTF,22,1,6,9,9,7,2,0
DL3IAS,28,1,4,16,15,11,1,0
DL3KUD,15,0,0,6,5,6,0,0
DL3KWF,17,2,4,6,8,5,0,0
DL3KWR,24,2,9,8,4,4,0,0
DL3LAR,35,10,14,17,13,5,4,0
DL3MB,8,0,0,8,0,0,0,0
DL3MVC,22,8,11,11,8,6,0,0
DL3RAH,11,0,0,11,0,0,0,0
DL3RDM,15,0,5,10,8,3,0,0
DL3RHN,44,13,17,18,14,9,4,0
DL3SBD,17,4,3,9,8,5,0,0
DL3SYA,28,7,14,14,8,9,0,0
DL3VTL,4,0,0,0,0,4,0,0
DL3VZL,11,0,0,0,11,1,0,0
DL3ZZA,15,0,7,9,8,6,0,0
DL4AOJ,16,3,5,4,7,5,0,0
DL4CF,28,0,28,0,0,0,0,0
DL4DRW,27,2,5,13,9,10,2,0
DL4DZ,26,5,9,8,10,7,3,0
DL4EAX,10,0,1,2,1,7,0,0
DL4EBW,27,0,12,8,8,0,0,0
DL4EPM,14,0,0,14,0,0,0,0
DL4FDM,7,0,7,0,0,0,0,0
DL4FNM,8,0,0,4,3,3,1,0
DL4FO,3,1,2,3,1,0,0,0
DL4HBF,22,0,6,6,8,6,0,0
DL4HG,30,11,14,14,13,11,1,0
DL4IAZ,6,0,3,4,1,1,0,0
DL4JLM,23,0,5,10,9,5,0,0
DL4JWU,19,2,8,8,6,3,0,0
DL4KCA,12,2,5,6,4,2,0,0
DL4KUG,18,0,0,18,0,0,0,0
DL4LBK,21,0,0,0,21,0,0,0
DL4ME,32,0,0,32,0,0,0,0
DL4MHA,13,0,3,10,4,4,1,0
DL4SDT,13,0,2,7,0,6,0,0
DL4SDW,35,0,8,18,11,9,1,0
DL4SEW,17,0,0,10,4,7,0,0
DL4SL,28,2,3,8,7,9,4,0
DL4SZB,23,5,4,7,7,11,1,0
DL4VAI,6,2,3,4,6,2,0,0
DL4WA,30,8,9,14,14,10,3,0
DL4XU,28,0,0,20,10,7,0,0
DL4YAO,25,2,6,10,11,10,2,0
DL4ZA,39,7,12,14,14,3,0,0
DL5ANS,5,0,4,4,1,0,0,0
DL5AOJ,12,0,0,0,12,0,0,0
DL5ARM,43,9,12,23,13,9,5,0
DL5AWI,17,4,5,8,5,3,0,0
DL5BBN,6,0,0,2,1,3,0,0
DL5CC,20,0,0,20,0,0,0,0
DL5CD,21,4,5,8,8,7,1,0
DL5GAC,41,9,14,17,6,8,5,0
DL5IF,21,1,7,11,9,6,0,0
DL5JAG,35,0,12,17,17,8,0,0
DL5JAN,26,3,6,11,9,7,5,0
DL5JQ,27,5,11,18,10,8,4,0
DL5JS,40,9,13,20,13,9,2,0
DL5KBO,18,0,9,16,11,5,0,0
DL5KUD,35,0,0,35,0,0,0,0
DL5KW,22,9,5,4,7,8,6,0
DL5LWM,3,0,0,0,2,1,0,0
DL5MEV,22,1,6,10,9,7,2,0
DL5NAM,28,0,6,10,10,10,3,0
DL5OAB,6,0,0,2,5,2,0,0
DL5QS,13,0,4,6,2,6,0,0
DL5RDP,25,4,6,9,14,8,1,0
DL5RMH,5,0,0,5,0,0,0,0
DL5SDN,29,8,8,11,13,10,2,0
DL5ST,18,7,7,9,7,9,2,0
DL5TW,11,0,3,5,4,4,1,0
DL5WS,13,0,0,3,9,7,0,0
DL5YM,32,8,12,8,18,10,2,0
DL5ZB,26,10,14,8,2,3,0,0
DL6AG,20,0,4,4,10,11,0,0
DL6DH,13,0,3,2,8,5,2,0
DL6DQW,14,0,0,14,0,0,0,0
DL6DSA,22,0,0,22,0,0,0,0
DL6DVU,17,3,3,9,9,6,0,0
DL6EZ,17,0,2,7,7,4,1,0
DL6FBL,48,12,21,27,23,15,9,0
DL6HCC,9,2,0,7,1,3,0,0
DL6IAK,22,0,0,0,0,22,0,0
DL6KWN,26,0,26,0,0,0,0,0
DL6MFK,5,0,0,5,0,0,0,0
DL6MRS,17,0,0,17,0,0,0,0
DL6MWG,8,0,0,2,5,3,0,0
DL6NBB,2,0,0,2,1,1,0,0
DL6NBS,20,0,3,5,8,13,1,0
DL6NDW,43,12,21,22,22,18,8,0
DL6NWA,29,0,6,18,10,3,0,0
DL6OAA,13,0,2,8,6,1,0,0
DL6ON,13,1,2,9,5,0,0,0
DL6RAI,40,11,16,24,16,15,6,0
DL6RBH,18,3,6,12,2,0,0,0
DL6RG,7,0,0,2,3,4,3,0
DL6SRD,15,3,5,2,2,7,0,0
DL6UKL,21,5,7,10,5,0,0,0
DL6UM,13,0,2,9,7,1,0,0
DL6ZB,6,2,2,2,1,2,0,0
DL6ZXG,14,0,1,14,0,0,0,0
DL7ALM,9,1,0,5,3,3,0,0
DL7ANR,18,0,7,12,7,6,0,0
DL7AT,15,2,3,8,9,4,2,0
DL7BA,3,2,1,0,0,0,0,0
DL7CO,4,0,0,0,0,4,0,0
DL7DZ,21,6,3,9,6,8,1,0
DL7ED,9,1,4,1,3,1,0,0
DL7EDH,13,0,13,3,0,0,0,0
DL7ET,7,1,5,4,2,0,1,0
DL7FCQ,20,0,0,0,20,0,0,0
DL7GA,7,2,0,5,2,0,0,0
DL7JAN,6,1,2,2,4,4,1,0
DL7JOM,21,0,1,12,11,5,0,0
DL7JRD,8,0,8,0,0,0,0,0
DL7LX,18,2,6,6,4,3,2,0
DL7NX,34,9,9,28,4,1,0,0
DL7ON,35,0,35,0,0,0,0,0
DL7RV,13,0,0,0,0,13,0,0
DL7UDA,33,0,0,33,0,0,0,0
DL7UG,9,0,0,4,4,4,0,0
DL7UGO,15,0,1,4,11,11,1,0
DL7UIO,27,0,0,15,9,12,4,0
DL7UN,19,0,4,5,10,3,0,0
DL7UPN,25,8,8,16,7,8,1,0
DL7URB,21,2,6,11,4,6,0,0
DL7URH,30,0,30,0,0,0,0,0
DL7UXG,26,6,7,18,13,11,2,0
DL7VEE,32,9,11,16,11,10,1,0
DL7VHP,34,0,12,8,14,14,1,0
DL7VMM,21,15,1,3,2,3,1,0
DL7VRG,22,0,8,12,13,8,1,0
DL7YAD,10,0,10,0,0,0,0,0
DL7YS,28,4,11,15,13,8,2,0
DL8AKA,7,0,0,7,0,0,0,0
DL8AX,9,0,2,4,4,2,0,0
DL8BH,7,0,0,4,3,2,0,0
DL8BV,22,0,0,0,22,0,0,0
DL8CA,8,0,0,4,5,0,0,0
DL8CO,30,5,6,12,8,5,2,0
DL8DWW,19,8,10,14,10,6,1,0
DL8DXW,16,0,0,2,11,10,1,0
DL8JDX,8,0,0,4,3,2,0,0
DL8LBK,14,3,5,5,5,4,0,0
DL8MF,2,0,0,2,0,0,0,0
DL8RDL,27,3,11,11,13,6,1,0
DL8SCG,45,7,13,21,18,11,3,0
DL8TG,35,6,16,29,18,16,4,0
DL8UD,11,0,0,11,0,0,0,0
DL8UI,18,0,18,0,0,0,0,0
DL8UKW,5,0,0,5,0,0,0,0
DL8ULF,23,0,14,7,9,0,0,0
DL8ULO,35,9,12,10,12,6,1,0
DL8UZF,12,0,2,3,4,6,0,0
DL8WEM,36,10,8,12,14,12,4,0
DL8WX,6,0,0,0,0,6,0,0
DL8ZAJ,18,4,6,8,9,6,3,0
DL9AJ,25,0,4,16,10,0,0,0
DL9CW,21,21,0,0,0,0,0,0
DL9FBF,24,3,9,11,6,5,3,0
DL9GCG,21,4,6,4,7,6,4,0
DL9GFB,29,0,29,0,0,0,0,0
DL9GMC,10,0,2,9,2,1,0,0
DL9GTB,20,0,8,9,4,2,0,0
DL9HK,5,0,0,0,4,2,0,0
DL9JON,28,2,6,11,11,10,1,0
DL9LM,28,0,0,0,28,0,0,0
DL9MFY,25,6,6,7,7,9,5,0
DL9MRF,12,3,2,6,2,0,0,0
DL9MWG,23,7,11,11,15,12,1,0
DL9NC,14,0,0,2,8,10,1,0
DL9NDV,29,8,12,15,14,6,3,0
DL9NEI,6,0,0,6,0,1,0,0
DL9OBY,15,0,6,6,7,1,0,0
DL9SAS,14,0,0,9,7,1,0,0
DL9SCO,22,0,3,4,14,3,0,0
DL9SEV,4,0,0,0,3,2,0,0
DL9W,23,2,8,13,12,7,2,0
DL9WNM,19,6,8,6,4,9,0,0
DL9WO,8,0,6,0,2,1,0,0
DL9ZP,35,0,35,0,0,0,0,0
DM1AA,12,0,0,8,6,0,0,0
DM2DZM,27,0,13,13,9,7,0,0
DM2M,46,25,26,39,25,14,6,0
DM2ORI,25,5,4,7,9,11,1,0
DM2RN,22,0,1,14,7,4,0,0
DM2XM,19,3,10,10,9,2,0,0
DM3AZ,16,0,0,8,6,3,0,0
DM3CW,20,0,20,0,0,0,0,0
DM3F,17,0,0,0,17,0,0,0
DM3M,24,0,24,0,0,0,0,0
DM3PKK,11,0,6,4,2,4,1,0
DM3VL,10,7,8,3,0,0,0,0
DM3XI,23,2,4,14,5,8,0,0
DM3ZF,11,2,2,4,2,4,0,0
DM4CW,15,2,4,8,5,3,0,0
DM4EE,32,12,9,11,10,8,2,0
DM4JK,7,0,0,7,0,0,0,0
DM4KM,10,0,0,10,0,0,0,0
DM4M,35,6,19,23,16,5,1,0
DM5BB,25,0,25,0,0,0,0,0
DM5DX,33,9,13,9,5,6,1,0
DM5EE,40,18,16,22,20,16,9,0
DM5EM,15,0,8,10,2,0,0,0
DM5FJ,25,4,8,10,10,6,1,0
DM5JBN,17,2,0,8,7,1,0,0
DM5MR,5,0,0,1,2,5,0,0
DM5TI,34,8,13,18,11,13,2,0
DM5WT,3,0,0,0,0,3,0,0
DM60BER,5,5,0,0,0,0,0,0
DM6CS,6,0,0,5,1,1,0,0
DM6DX,18,1,8,8,8,0,0,0
DM6WAN,36,11,19,32,15,11,2,0
DM7C,48,12,19,19,14,8,2,0
DM7CW,23,0,3,8,13,0,0,0
DM8T,32,0,17,22,19,12,4,0
DM9KT,3,0,3,2,1,0,0,0
DM9LSB,8,0,0,0,6,4,0,0
DO1CTL,18,5,8,0,0,8,0,0
DO1PGR,13,0,9,0,0,4,0,0
DO1UZ,15,0,8,0,0,8,0,0
DO2MS,9,6,7,0,0,0,0,0
DO4MTB,18,0,11,0,0,8,0,0
DO4OD,23,9,9,0,0,13,0,0
DO5HCS,20,0,8,0,0,12,0,0
DO6LE,24,7,11,0,0,14,0,0
DO7ES,15,0,4,0,0,11,0,0
DO9SR,11,2,6,0,0,4,1,0
DO9ST,23,0,17,0,0,7,0,0
DP4E,37,5,10,15,10,11,3,0
DP4X,34,4,10,10,11,13,1,0
DP6A,48,13,25,25,21,16,5,0
DP6T,48,9,20,28,22,16,4,0
DQ1P,20,0,7,10,13,4,1,0
DR1D,48,0,0,48,0,0,0,0
DR3W,32,0,0,32,0,0,0,0
DR4A,48,26,35,43,32,19,8,0
DR5N,48,27,31,47,30,20,9,0
DR5X,13,4,4,2,9,4,0,0
DR8A,48,20,26,36,26,19,8,0
DS1AFL,10,0,0,2,8,2,0,0
DS1SYV,30,0,0,16,15,6,3,0
DS4AOW,17,0,4,2,9,5,2,0
DS4EOI,44,4,7,25,22,11,3,0
DS5DNO,7,0,0,5,2,0,0,0
DS5TOS,13,0,4,7,1,2,0,0
DS5VTG,7,0,0,7,0,0,0,0
DT0HH,47,7,16,33,22,9,1,0
DU1EV,5,0,0,2,0,1,3,0
DU1SDT,13,0,0,12,0,1,0,0
DU3LA,16,0,16,0,0,0,0,0
DU3R,25,0,0,14,9,7,2,0
DU4RER,11,0,0,0,4,4,4,0
DU5HT,11,0,0,0,0,11,0,0
DU7HF,2,0,0,0,1,2,0,0
DU7RH,2,2,0,0,0,0,0,0
DU9/R4WAA,15,0,0,0,15,0,0,0
DW3TRZ,10,0,0,2,0,0,8,0
DX3H,41,0,5,9,22,18,8,0
E20FIP,9,0,0,0,9,0,0,0
E20HHK,6,0,0,1,4,3,0,0
E20PFE,6,0,0,0,4,5,1,0
E20YLM,8,0,1,1,7,0,0,0
E21YDP,26,0,0,26,0,0,0,0
E27AH,8,0,0,2,1,5,0,0
E27AZ,13,0,0,0,0,13,0,0
E27EK,7,0,0,7,0,0,0,0
E28AI,34,0,3,3,22,25,4,0
E29AHU,19,0,1,8,10,11,4,0
E2T,6,0,0,0,0,0,6,0
E2X,48,1,0,30,29,21,5,0
E70T,36,0,36,0,0,0,0,0
E71W,8,0,0,0,0,0,8,0
E72MD,33,0,33,0,0,0,0,0
E72U,17,5,10,6,2,2,0,0
E73ESP,20,0,20,0,0,0,0,0
E73JO,13,0,7,9,0,0,0,0
E73RB,21,0,9,11,9,0,0,0
E74KM,12,0,12,0,0,0,0,0
E74MG,21,0,7,10,2,5,0,0
E74R,32,32,0,0,0,0,0,0
E74X,38,0,16,14,16,8,1,0
E74Y,22,0,0,0,22,0,0,0
E74YM,24,5,9,15,7,2,0,0
E75M,22,0,22,0,0,0,0,0
E76C,27,27,0,0,0,0,0,0
E77C,22,0,0,0,0,22,0,0
E77EA,41,0,0,41,0,0,0,0
E77O,21,0,0,21,0,0,0,0
E77W,30,0,0,0,30,0,0,0
E77Y,26,8,9,14,5,3,2,0
E78T,25,8,9,15,10,9,0,0
E79EA,29,0,0,0,29,0,0,0
EA1AER,23,0,4,9,10,15,4,0
EA1AOQ,39,0,5,17,18,10,2,0
EA1BLI,5,0,1,0,4,5,0,0
EA1BNF,3,0,0,2,3,0,0,0
EA1BP,22,0,4,10,17,14,4,0
EA1BYA/QRP,6,0,0,0,4,4,0,0
EA1CCM,20,0,2,8,6,7,2,0
EA1CM,3,0,0,3,0,0,0,0
EA1CS,21,0,0,0,21,0,0,0
EA1DAV,34,0,34,0,0,0,0,0
EA1FA,5,0,0,5,1,0,0,0
EA1FBU,9,0,0,6,5,3,1,0
EA1GT/QRP,15,0,0,6,8,5,0,0
EA1IE,15,0,6,6,8,5,0,0
EA1IPT,13,0,0,8,4,2,0,0
EA1JO,31,7,4,11,8,9,2,0
EA1MV,28,0,1,25,7,0,0,0
EA1ND,15,0,0,0,15,0,0,0
EA1NO,10,1,0,4,6,3,0,0
EA1RN,20,3,3,7,9,6,0,0
EA1SV,9,0,1,1,8,5,0,0
EA1TI,10,0,0,6,4,4,0,0
EA1VT,36,3,7,15,15,8,0,0
EA1WH,10,0,6,6,7,4,0,0
EA1WX,22,0,0,0,22,0,0,0
EA2AA,11,7,1,0,1,3,0,0
EA2AGV,11,0,2,3,8,5,0,0
EA2AZ,21,1,8,11,12,8,1,0
EA2BNU,45,0,15,23,14,15,1,0
EA2DDE,16,0,5,3,5,10,1,0
EA2DT,9,0,0,4,6,4,0,0
EA2GM,26,0,0,11,16,10,0,0
EA2GP,23,0,5,14,10,7,0,0
EA2HW,29,0,10,11,12,9,2,0
EA2KV,10,0,3,2,2,6,0,0
EA2NA,18,0,4,11,9,8,2,0
EA2OK,2,0,2,1,0,0,0,0
EA2TO,22,0,0,0,20,5,0,0
EA2TT,30,0,2,14,15,11,0,0
EA3AQ,23,0,2,11,8,7,1,0
EA3BOW,19,0,3,6,8,8,0,0
EA3BRL,31,0,1,19,15,10,2,0
EA3CE,6,0,2,2,3,2,0,0
EA3CEC,11,0,0,11,0,0,0,0
EA3CHA,15,0,0,5,7,6,0,0
EA3DN,18,0,0,18,0,0,0,0
EA3DNC,26,0,0,17,10,0,0,0
EA3DU,39,0,0,39,0,0,0,0
